ID_MOEDA;DATA_REF;VL_COTACAO
CUP;07/02/2005;1,918028772
CUP;05/10/2007;1,328952372
CUP;01/04/2005;4,076915383
CUP;14/11/2005;7,867554128
CUP;16/03/2005;7,006389976
CUP;31/01/2007;7,201742411
CUP;28/06/2007;5,216036916
CUP;09/06/2010;5,426113069
CUP;13/08/2010;6,618599057
CUP;23/11/2006;5,713270843
CUP;07/12/2007;2,26115787
CUP;16/02/2007;1,238059521
CUP;28/09/2006;7,302355945
CUP;26/08/2005;5,316163957
CUP;07/03/2006;4,204298973
CUP;06/04/2009;1,316530943
CUP;18/06/2009;3,598114789
CUP;20/07/2009;1,030414999
CUP;02/04/2008;7,653316081
CUP;22/09/2009;5,790469706
CUP;25/07/2005;3,721017301
CUP;19/05/2006;1,039596617
CUP;12/12/2006;2,802027225
CUP;06/06/2007;1,338344693
CUP;20/10/2005;1,075358033
CUP;21/02/2008;5,122237206
CUP;21/07/2010;7,614193022
CUP;21/05/2010;3,210765719
CUP;28/04/2006;1,990629315
CUP;15/09/2010;1,185290873
CUP;06/04/2006;4,93819344
CUP;08/07/2005;7,242721319
CUP;05/07/2010;7,87306577
CUP;04/01/2006;7,336341619
CUP;14/07/2010;6,142921448
CUP;18/10/2007;3,76300633
CUP;13/06/2006;3,761577725
CUP;23/03/2006;3,24097085
CUP;17/05/2006;2,705521762
CUP;09/03/2007;2,199757516
CUP;13/02/2009;1,151518822
CUP;29/01/2010;5,032830119
CUP;08/10/2010;7,178468347
CUP;18/11/2005;2,42455405
CUP;23/12/2005;2,68231988
CUP;05/09/2008;2,03964287
CUP;03/03/2008;4,192112863
CUP;08/08/2007;5,9611637
CUP;03/09/2008;7,517484367
CUP;20/10/2008;2,680170298
CUP;28/02/2008;5,205893576
CUP;30/12/2005;5,455657303
CUP;07/06/2010;6,429159224
CUP;22/06/2007;5,799987197
CUP;08/04/2009;2,172102094
CUP;15/11/2007;4,318661571
CUP;14/11/2006;7,924859762
CUP;21/10/2005;4,963368833
CUP;14/10/2005;1,385176539
CUP;05/04/2010;2,830479145
CUP;03/03/2010;6,328654587
CUP;26/06/2009;2,981454313
CUP;25/08/2006;4,180819213
CUP;31/08/2009;1,0370031
CUP;18/05/2007;4,202814877
CUP;17/11/2010;2,892093539
CUP;02/11/2010;4,614802778
CUP;13/03/2006;5,106404066
CUP;03/10/2008;3,800298989
CUP;24/05/2005;6,327180088
CUP;25/01/2010;4,267403722
CUP;04/10/2007;7,975184679
CUP;20/08/2009;2,233238339
CUP;09/01/2006;1,62506479
CUP;09/03/2009;2,213499069
CUP;25/03/2008;3,768264711
CUP;19/06/2006;1,057018161
CUP;23/10/2008;2,165420949
CUP;18/08/2005;5,112378418
CUP;04/12/2009;6,58724153
CUP;27/08/2009;7,187329948
CUP;04/09/2009;7,519549668
CUP;05/06/2006;4,965037346
CUP;25/05/2006;4,626108944
CUP;13/10/2009;6,254617929
CUP;08/09/2006;6,26380831
CUP;08/08/2005;1,574497044
CUP;31/03/2006;7,645129561
CUP;14/04/2005;2,747253358
